,perc_cells_expressed
A1BG-AS1,0.019657577679137603
A2ML1,0.013316423589093214
A4GALT,0.013316423589093214
AAAS,0.1109701965757768
AACS,0.1686746987951807
AADAT,0.027266962587190868
AAED1,0.10653138871274571
AAGAB,0.20798985415345592
AAK1,0.44514901712111604
AAMDC,0.062143310082435003
AAMP,0.17184527584020293
AAR2,0.09258084971464807
AARD,0.02155992390615092
AARS,0.23652504755865567
AARS2,0.03424223208623969
AARSD1,0.015218769816106531
AASDH,0.05580215599239061
AASDHPPT,0.17755231452124287
AASS,0.027901077996195307
AATF,0.274571972098922
AATK,0.0019023462270133164
AB019441.29,0.12999365884590997
ABAT,0.040583386176284084
ABBA01017803.1,0.020291693088142042
ABCA1,0.19340519974635384
ABCA11P,0.008877615726062143
ABCA12,0.02155992390615092
ABCA13,0.011414077362079899
ABCA2,0.02663284717818643
ABCA4,0.0019023462270133164
ABCA5,0.06848446417247939
ABCA7,0.017121116043119847
ABCB10,0.11794546607482562
ABCB7,0.10082435003170577
ABCB8,0.14584654407102093
ABCB9,0.032339885859226376
ABCC1,0.11540900443880786
ABCC10,0.04819277108433735
ABCC13,0.004438807863031071
ABCC3,0.20735573874445148
ABCC4,0.06594800253646163
ABCC5,0.04882688649334179
ABCC9,0.0050729232720355105
ABCD1,0.0050729232720355105
ABCD3,0.23589093214965123
ABCD4,0.08433734939759036
ABCE1,0.320862396956246
ABCF1,0.41724793912492075
ABCF2,0.2891566265060241
ABCF3,0.07609384908053266
ABCG1,0.05199746353836398
ABCG2,0.012048192771084338
ABHD10,0.16423589093214966
ABHD11,0.07102092580849714
ABHD12,0.1046290424857324
ABHD13,0.060875079264426125
ABHD14A,0.02092580849714648
ABHD14B,0.03804692454026633
ABHD15,0.04311984781230184
ABHD17A,0.05136334812935954
ABHD17B,0.03170577045022194
ABHD17C,0.05643627140139505
ABHD2,0.1959416613823716
ABHD3,0.11160431198478123
ABHD4,0.02663284717818643
ABHD5,0.09384908053265695
ABHD6,0.023462270133164237
ABHD8,0.019657577679137603
ABI1,0.1616994292961319
ABI2,0.21686746987951808
ABI3BP,0.0057070386810399495
ABL1,0.1306277742549144
ABL2,0.2891566265060241
ABLIM1,0.21116043119847813
ABLIM3,0.29105897273303744
ABR,0.2175015852885225
ABRACL,0.2041851616994293
ABT1,0.17882054533925174
ABTB1,0.024730500951173115
